fs,D0,N0,D1,N1,D2,N2,R
-29.847656250000004,(0.8722321391105652-0.46476835012435913j),(-0.0001815918949432671-0.0008639849256724119j),(0.8726494908332825-0.4653303921222687j),(-0.0007690569036640227-0.00030268877162598073j),(0.8737778067588806-0.46580591797828674j),(2.0622139345505275e-05+0.00044250849168747663j),(0.9982223510742188+0.0011259570019319654j)
-29.8388671875,(0.9085458517074585-0.392600953578949j),(-0.00010920591739704832-0.0008734181756153703j),(0.9089422821998596-0.3932633697986603j),(-0.0007204362191259861-0.00030286196852102876j),(0.9100041389465332-0.3938148021697998j),(6.660108920186758e-05+0.00044188270112499595j),(0.9980769157409668+0.001129879616200924j)
-29.830078125000004,(0.9388242363929749-0.3178569972515106j),(-3.6666351661551744e-05-0.0008827412384562194j),(0.9392021894454956-0.3186134397983551j),(-0.0006717420765198767-0.0003029688959941268j),(0.9401937127113342-0.3192386031150818j),(0.0001126265196944587+0.0004411179688759148j),(0.9979298114776611+0.0011332640424370766j)
-29.82128906250001,(0.9628658294677734-0.2410302460193634j),(3.601020580390468e-05-0.0008919513202272356j),(0.963227391242981-0.241873636841774j),(-0.0006229891441762447-0.00030300518847070634j),(0.9641453623771667-0.24256978929042816j),(0.00015868787886574864+0.00044021449866704643j),(0.9977809190750122+0.001136133330874145j)
-29.8125,(0.9805106520652771-0.16262762248516083j),(0.00010880667832680047-0.0009010483627207577j),(0.980858325958252-0.16355052590370178j),(-0.000574192323256284-0.00030297553166747093j),(0.9816994071006775-0.1643148511648178j),(0.00020477539510466158+0.0004391724360175431j),(0.9976305365562439+0.0011386433616280556j)
-29.803710937500007,(0.9916419386863708-0.08316580206155777j),(0.0001817010052036494-0.0009100295137614012j),(0.9919774532318115-0.08415976166725159j),(-0.00052536407019943-0.0003028755891136825j),(0.9927386045455933-0.08498985320329666j),(0.00025087784160859883+0.0004379916354082525j),(0.9974786639213562+0.0011404056567698717j)
-29.794921874999996,(0.9961851835250854-0.00316827860660851j),(0.00025467874365858734-0.0009188945987261832j),(0.9965106248855591-0.004224693868309259j),(-0.0004765199846588075-0.0003027071652468294j),(0.9971892833709717-0.005117321386933327j),(0.00029698514845222235+0.0004366723296698183j),(0.9973251223564148+0.0011416225461289287j)
-29.786132812500004,(0.9941104650497437+0.07683863490819931j),(0.0003277198411524296-0.00092764210421592j),(0.9944273829460144+0.07572893798351288j),(-0.000427670223871246-0.0003024689794983715j),(0.9950211644172668+0.07477673888206482j),(0.0003430865181144327+0.0004352160613052547j),(0.9971703290939331+0.0011422846000641584j)
-29.77734375,(0.9854315519332886+0.15632854402065277j),(0.00040080436156131327-0.0009362707496620715j),(0.9857414960861206+0.15517517924308777j),(-0.0003788329195231199-0.0003021608863491565j),(0.9862485527992249+0.15416643023490906j),(0.00038917045458219945+0.00043362026917748153j),(0.9970142245292664+0.0011425242992118j)
-29.7685546875,(0.9702065587043762+0.234779492020607j),(0.00047391612315550447-0.0009447805350646377j),(0.9705103635787964+0.2335924506187439j),(-0.00033001808333210647-0.00030178495217114687j),(0.9709290266036987+0.2325299233198166j),(0.0004352281684987247+0.0004318885912653059j),(0.9968567490577698+0.0011420866940170527j)
-29.759765625000004,(0.9485361576080322+0.3116759955883026j),(0.0005470350151881576-0.0009531662217341363j),(0.9488345980644226+0.3104654848575592j),(-0.0002812421880662441-0.00030133890686556697j),(0.9491638541221619+0.3093525171279907j),(0.00048124761087819934+0.0004300186410546303j),(0.9966979622840881+0.0011411865707486868j)
-29.750976562499996,(0.9205641150474548+0.38651415705680847j),(0.0006201427313499153-0.0009614306036382914j),(0.9208582639694214+0.38529008626937866j),(-0.0002325172390555963-0.00030082292505539954j),(0.9210969805717468+0.38412967324256897j),(0.0005272190319374204+0.00042801318340934813j),(0.9965381622314453+0.001139667583629489j)
-29.742187499999993,(0.8864761590957642+0.45880284905433655j),(0.0006932212272658944-0.0009695696062408388j),(0.8867660760879517+0.45757561922073364j),(-0.0001838582247728482-0.000300238054478541j),(0.886914074420929+0.45637068152427673j),(0.0005731313722208142+0.000425871170591563j),(0.9963771104812622+0.0011375632602721453j)
-29.733398437500007,(0.8464986681938171+0.5280686616897583j),(0.0007662515854462981-0.0009775831131264567j),(0.8467841148376465+0.5268483757972717j),(-0.00013527844566851854-0.00029958211234770715j),(0.8468413352966309+0.5256018042564392j),(0.0006189753185026348+0.0004235930973663926j),(0.996215283870697+0.0011349073611199856j)
-29.724609375000004,(0.8008963465690613+0.593858003616333j),(0.0008392155868932605-0.0009854690870270133j),(0.8011771440505981+0.592654824256897j),(-8.679078746354207e-05-0.00029885745607316494j),(0.8011439442634583+0.5913695096969604j),(0.0006647390546277165+0.00042118021519854665j),(0.9960523247718811+0.0011317417956888676j)
-29.715820312499996,(0.7499715685844421+0.6557406187057495j),(0.0009120947797782719-0.000993226538412273j),(0.750247061252594+0.6545640826225281j),(-3.84102895623073e-05-0.0002980621939059347j),(0.7501239776611328+0.6532427668571472j),(0.0007104118703864515+0.0004186322330497205j),(0.9958885908126831+0.0011281193001195788j)
-29.707031249999986,(0.6940616369247437+0.7133117914199829j),(0.0009848711779341102-0.0010008548852056265j),(0.6943305730819702+0.7121713161468506j),(9.849925845628604e-06-0.0002971980138681829j),(0.6941192746162415+0.7108166813850403j),(0.0007559832883998752+0.0004159514792263508j),(0.9957238435745239+0.0011237002909183502j)
-29.6982421875,(0.6335367560386658+0.7661954164505005j),(0.0010575251653790474-0.0010083530796691775j),(0.6337980628013611+0.7651000618934631j),(5.7974822993855923e-05-0.0002962638682220131j),(0.6334996819496155+0.7637145519256592j),(0.0008014446357265115+0.0004131356254220009j),(0.9955584406852722+0.001118713291361928j)
-29.689453124999996,(0.5687977075576782+0.8140465021133423j),(0.0011300398036837578-0.001015718444250524j),(0.569049596786499+0.813004732131958j),(0.00010595403728075325-0.0002952583017759025j),(0.5686661005020142+0.8115903735160828j),(0.0008467835141345859+0.00041018868796527386j),(0.9953924417495728+0.0011132843792438507j)
-29.680664062500004,(0.5002729296684265+0.8565526604652405j),(0.0012023939052596688-0.0010229506297037005j),(0.5005136132240295+0.8555722832679749j),(0.00015377119416370988-0.0002941831189673394j),(0.5000470280647278+0.8541317582130432j),(0.0008919897954910994+0.00040710941539146006j),(0.995225727558136+0.0011072041234001517j)
-29.671875000000007,(0.4284154772758484+0.893436849117279j),(0.0012745718704536557-0.0010300473077222705j),(0.42864274978637695+0.8925250768661499j),(0.0002014137280639261-0.00029303960036486387j),(0.428096204996109+0.8910603523254395j),(0.0009370538755320013+0.0004038981278426945j),(0.995058536529541+0.001100675668567419j)
-29.6630859375,(0.3537006676197052+0.9244591593742371j),(0.0013465555384755135-0.0010370118543505669j),(0.3539120554924011+0.9236224889755249j),(0.00024886836763471365-0.0002918252139352262j),(0.3532881736755371+0.9221354722976685j),(0.000981965335085988+0.000400556338718161j),(0.9948909282684326+0.0010934160090982914j)
-29.654296874999993,(0.2766221761703491+0.9494173526763916j),(0.0014183231396600604-0.001043836586177349j),(0.276815265417099+0.948661744594574j),(0.00029611968784593046-0.00029053958132863045j),(0.2761169970035553+0.9471540451049805j),(0.0010267128236591816+0.0003970855614170432j),(0.9947227239608765+0.0010857442393898964j)
-29.645507812499996,(0.19768935441970825+0.9681496620178223j),(0.001489861635491252-0.0010505259269848466j),(0.19786116480827332+0.9674800634384155j),(0.0003431577351875603-0.0002891852636821568j),(0.19709241390228271+0.9659535884857178j),(0.0010712870862334967+0.0003934863780159503j),(0.9945544004440308+0.0010773991234600544j)
-29.636718750000004,(0.11742356419563293+0.9805347323417664j),(0.0015611470444127917-0.0010570749873295426j),(0.1175711452960968+0.9799553751945496j),(0.0003899656585417688-0.00028776179533451796j),(0.11673527956008911+0.9784112572669983j),(0.0011156774125993252+0.0003897587303072214j),(0.9943856596946716+0.001068607554771006j)
-29.6279296875,(0.0363546758890152+0.9864926934242249j),(0.001632165745832026-0.0010634843492880464j),(0.036474671214818954+0.9860066771507263j),(0.00043652948806993663-0.0002862691762857139j),(0.03557597100734711+0.9844464063644409j),(0.0011598729761317372+0.0003859039570670575j),(0.9942167401313782+0.0010591362370178103j)
-29.619140625,(-0.0449824184179306+0.985985517501831j),(0.0017028971342369914-0.0010697540128603578j),(-0.04489294812083244+0.9855951070785522j),(0.00048284069634974003-0.0002847052819561213j),(-0.04585050791501999+0.9840201139450073j),(0.0012038652785122395+0.0003819237172137946j),(0.9940477609634399+0.0010493246372789145j)
-29.610351562499996,(-0.12605121731758118+0.9790174961090088j),(0.0017733258428052068-0.0010758819989860058j),(-0.1259956806898117+0.9787241816520691j),(0.000528882083017379-0.0002830732555594295j),(-0.12700797617435455+0.9771352410316467j),(0.0012476425617933273+0.0003778189420700073j),(0.9938788414001465+0.0010386529611423612j)
-29.601562499999996,(-0.2063172459602356+0.9656346440315247j),(0.0018434305675327778-0.001081866561435163j),(-0.20629896223545074+0.9654390811920166j),(0.0005746426759287715-0.0002813705359585583j),(-0.20736126601696014+0.9638371467590332j),(0.0012911948142573237+0.0003735886712092906j),(0.9937096834182739+0.0010275393724441528j)
-29.592773437499993,(-0.28525131940841675+0.9459253549575806j),(0.0019131958251819015-0.001087706070393324j),(-0.2852737307548523+0.9458270072937012j),(0.0006201078649610281-0.0002795994223561138j),(-0.2863815426826477+0.9442132711410522j),(0.0013345131883397698+0.00036923677544109523j),(0.9935407638549805+0.0010159432422369719j)
-29.583984375000007,(-0.362333744764328+0.92001873254776j),(0.0019826022908091545-0.001093404833227396j),(-0.3623998761177063+0.9200162887573242j),(0.0006652632146142423-0.00027775863418355584j),(-0.36354896426200867+0.9183912873268127j),(0.0013775865081697702+0.00036476258537732065j),(0.9933719635009766+0.001003732904791832j)
-29.575195312500004,(-0.43705669045448303+0.8880842328071594j),(0.0020516326185315847-0.0010989553993567824j),(-0.4371698200702667+0.8881754279136658j),(0.000710100110154599-0.0002758497139438987j),(-0.43835559487342834+0.8865400552749634j),(0.001420406042598188+0.0003601685748435557j),(0.9932035207748413+0.000990979839116335j)
-29.566406249999996,(-0.5089291930198669+0.8503308892250061j),(0.002120271557942033-0.0011043603299185634j),(-0.509091854095459+0.8505121469497681j),(0.0007546023698523641-0.00027387100271880627j),(-0.5103095173835754+0.8488671779632568j),(0.0014629607321694493+0.0003554542490746826j),(0.9930352568626404+0.0009777093073353171j)
-29.5576171875,(-0.5774776339530945+0.8070045709609985j),(0.002188499318435788-0.0011096184607595205j),(-0.5776931047439575+0.8072726726531982j),(0.0007987573044374585-0.0002718241885304451j),(-0.5789381265640259+0.8056183457374573j),(0.0015052409144118428+0.00035062190727330744j),(0.9928673505783081+0.0009637964540161192j)
-29.548828125,(-0.6422516703605652+0.7583880424499512j),(0.0022562991362065077-0.0011147282784804702j),(-0.6425222158432007+0.7587378621101379j),(0.0008425519336014986-0.00026970909675583243j),(-0.6437905430793762+0.757075309753418j),(0.0015472382074221969+0.000345673062838614j),(0.992699921131134+0.0009494411642663181j)
-29.540039062499996,(-0.7028259634971619+0.7047984600067139j),(0.0023236507549881935-0.0011196889681741595j),(-0.7031540870666504+0.705224335193634j),(0.0008859765366651118-0.0002675251744221896j),(-0.7044410109519958+0.7035540342330933j),(0.0015889410860836506+0.0003406081232242286j),(0.9925329685211182+0.0009345581638626754j)
-29.531249999999993,(-0.7588029503822327+0.6465845704078674j),(0.002390541834756732-0.001124500879086554j),(-0.7591903805732727+0.6470806002616882j),(0.0009290151065215468-0.0002652738767210394j),(-0.7604917287826538+0.6454030871391296j),(0.0016303405864164233+0.0003354282525833696j),(0.99236661195755+0.0009192010620608926j)
-29.522460937500007,(-0.8098149299621582+0.5841255784034729j),(0.002456950955092907-0.0011291627306491137j),(-0.8102635741233826+0.5846846699714661j),(0.0009716561180539429-0.00026295444695279j),(-0.811575174331665+0.5830008387565613j),(0.0016714271623641253+0.0003301365941297263j),(0.992201030254364+0.0009032409870997071j)
-29.513671875,(-0.8555276989936829+0.5178275108337402j),(0.0025228660088032484-0.0011336742900311947j),(-0.8560386896133423+0.5184425711631775j),(0.0010138885118067265-0.00026056691422127187j),(-0.8573567867279053+0.5167530179023743j),(0.0017121924320235848+0.00032473227474838495j),(0.9920358657836914+0.0008867735741659999j)
-29.504882812499993,(-0.8956417441368103+0.4481220543384552j),(0.0025882627815008163-0.001138032297603786j),(-0.8962161540985107+0.44878512620925903j),(0.0010556981433182955-0.00025811203522607684j),(-0.8975369334220886+0.4470905363559723j),(0.0017526252195239067+0.0003192178555764258j),(0.99187171459198+0.0008697370649315417j)
-29.49609374999999,(-0.9298946261405945+0.37546175718307495j),(0.0026531333569437265-0.0011422387324273586j),(-0.9305328130722046+0.37616467475891113j),(0.0010970747098326683-0.0002555890823714435j),(-0.9318529963493347+0.37446632981300354j),(0.0017927174922078848+0.0003135946171823889j),(0.9917083382606506+0.0008522827993147075j)
-29.487304687500004,(-0.9580624103546143+0.3003193736076355j),(0.0027174546848982573-0.0011462932452559471j),(-0.9587644338607788+0.3010532557964325j),(0.0011380037758499384-0.00025300277047790587j),(-0.960080623626709+0.29935193061828613j),(0.0018324591219425201+0.00030786398565396667j),(0.9915459156036377+0.0008342522196471691j)
-29.478515625,(-0.9799614548683167+0.22318239510059357j),(0.0027812127955257893-0.0011501923436298966j),(-0.9807266592979431+0.22393877804279327j),(0.001178474398329854-0.0002503463765606284j),(-0.9820359945297241+0.22223570942878723j),(0.0018718419596552849+0.0003020283184014261j),(0.9913843274116516+0.0008157843840308487j)
-29.4697265625,(-0.9954487681388855+0.1445521116256714j),(0.002844388596713543-0.0011539410334080458j),(-0.9962766170501709+0.1453218013048172j),(0.0012184777297079563-0.0002476262452546507j),(-0.9975766539573669+0.14361810684204102j),(0.0019108557607978582+0.0002960877900477499j),(0.991223931312561+0.0007967780693434179j)
-29.460937500000004,(-1.0044245719909668+0.06493858993053436j),(0.0029069692827761173-0.001157531631179154j),(-1.0053132772445679+0.0657128095626831j),(0.001257995842024684-0.00024483847664669156j),(-1.006601333618164+0.06400983035564423j),(0.0019494921434670687+0.0002900442632380873j),(0.9910646080970764+0.0007773084798827767j)
-29.452148437499996,(-1.0068304538726807-0.01514134556055069j),(0.00296893622726202-0.001160968909971416j),(-1.0077786445617676-0.014371986500918865j),(0.001297022681683302-0.00024198628671001643j),(-1.0090526342391968-0.016072561964392662j),(0.00198774179443717+0.0002839001244865358j),(0.9909065365791321+0.0007574691553600132j)
-29.443359375,(-1.0026524066925049-0.09516879171133041j),(0.003030276158824563-0.001164248795248568j),(-1.003657341003418-0.09441284090280533j),(0.0013355443952605128-0.00023906718706712127j),(-1.0049158334732056-0.09610968828201294j),(0.002025596098974347+0.0002776554611045867j),(0.9907495379447937+0.0007370232488028705j)
-29.434570312499996,(-0.9919186234474182-0.17462433874607086j),(0.003090971615165472-0.0011673754779621959j),(-0.9929777383804321-0.17389075458049774j),(0.0013735485263168812-0.0002360839571338147j),(-0.9942184686660767-0.17558196187019348j),(0.0020630459766834974+0.0002713143185246736j),(0.9905939698219299+0.0007162070833146572j)
-29.425781250000004,(-0.9747008681297302-0.2529934048652649j),(0.003151005832478404-0.0011703423224389553j),(-0.9758105874061584-0.2522907257080078j),(0.0014110257616266608-0.00023303595662582666j),(-0.9770327210426331-0.25397422909736633j),(0.0021000842098146677+0.00026487643481232226j),(0.9904397130012512+0.0006948726368136704j)
-29.416992187499993,(-0.951112687587738-0.32976797223091125j),(0.0032103629782795906-0.0011731545673683286j),(-0.9522692561149597-0.3291040360927582j),(0.0014479616656899452-0.0002299240732099861j),(-0.9534716606140137-0.3307779133319855j),(0.002136701252311468+0.0002583440509624779j),(0.9902870655059814+0.000673112808726728j)
-29.408203125,(-0.921309769153595-0.40445107221603394j),(0.0032690318766981363-0.0011758068576455116j),(-0.922508716583252-0.40383365750312805j),(0.0014843513490632176-0.00022674771025776863j),(-0.9236910939216614-0.4054957926273346j),(0.002172886859625578+0.00025171824381686747j),(0.9901356101036072+0.0006508904043585062j)
-29.3994140625,(-0.8854879140853882-0.4765588045120239j),(0.0033269920386373997-0.0011783045483753085j),(-0.8867246508598328-0.47599509358406067j),(0.0015201765345409513-0.00022350929793901742j),(-0.8878864645957947-0.47764310240745544j),(0.0022086354438215494+0.0002450027677696198j),(0.9899858236312866+0.0006282457034103572j)
-29.390624999999996,(-0.8438823223114014-0.5456244945526123j),(0.003384231822565198-0.0011806429829448462j),(-0.8451518416404724-0.5451212525367737j),(0.0015554327983409166-0.00022020534379407763j),(-0.8462929129600525-0.5467526316642761j),(0.002243937226012349+0.00023819832131266594j),(0.9898375272750854+0.0006052675889804959j)
-29.381835937500004,(-0.7967661023139954-0.611201286315918j),(0.003440736560150981-0.0011828220449388027j),(-0.7980626821517944-0.6107642650604248j),(0.0015901048900559545-0.0002168413921026513j),(-0.7991830706596375-0.6123765707015991j),(0.00227878475561738+0.00023130560293793678j),(0.9896910786628723+0.0005817605415359139j)
-29.373046875000007,(-0.744447648525238-0.6728649735450745j),(0.0034964883234351873-0.0011848435970023274j),(-0.7457656860351562-0.6724996566772461j),(0.0016241839621216059-0.00021341319370549172j),(-0.7468656301498413-0.6740904450416565j),(0.0023131701163947582+0.00022432849800679833j),(0.9895463585853577+0.0005578494165092707j)
-29.3642578125,(-0.6872695684432983-0.7302167415618896j),(0.0035514759365469217-0.0011867049615830183j),(-0.6886026859283447-0.7299278378486633j),(0.0016576615162193775-0.00020992314966861159j),(-0.6896827220916748-0.7314940094947815j),(0.002347084926441312+0.00021726673003286123j),(0.9894033074378967+0.0005336604663170874j)
-29.35546874999999,(-0.6256052255630493-0.7828860282897949j),(0.003605682635679841-0.0011884091654792428j),(-0.6269472241401672-0.7826767563819885j),(0.0016905226511880755-0.00020637265697587281j),(-0.6280081272125244-0.7842155694961548j),(0.0023805215023458004+0.00021012320939917117j),(0.9892621636390686+0.0005089436308480799j)
-29.346679687500007,(-0.559857964515686-0.8305319547653198j),(0.0036590963136404753-0.0011899537639692426j),(-0.5612020492553711-0.8304059505462646j),(0.001722763990983367-0.0002027596638072282j),(-0.5622444748878479-0.8319146037101746j),(0.0024134712293744087+0.0002029010938713327j),(0.989122748374939+0.0004838749300688505j)
-29.337890625,(-0.49045681953430176-0.8728469610214233j),(0.0037117006722837687-0.0011913377093151212j),(-0.49179622530937195-0.8728061318397522j),(0.0017543702851980925-0.00019908791000489146j),(-0.4928208887577057-0.874281644821167j),(0.002445928053930402+0.0001956000633072108j),(0.9889852404594421+0.00045848122681491077j)
-29.329101562499996,(-0.4178540110588074-0.9095577001571655j),(0.0037634822074323893-0.001192562049254775j),(-0.41918182373046875-0.9096034169197083j),(0.001785333501175046-0.00019535451428964734j),(-0.42019012570381165-0.9110429883003235j),(0.002477883128449321+0.00018822509446181357j),(0.988849937915802+0.0004327097849454731j)
-29.3203125,(-0.3425230085849762-0.9404269456863403j),(0.00381443090736866-0.0011936279479414225j),(-0.3438323140144348-0.9405598044395447j),(0.0018156426958739758-0.00019156331836711615j),(-0.3448249101638794-0.9419606328010559j),(0.002509329468011856+0.00018077468848787248j),(0.9887166619300842+0.00040662786341272295j)
-29.311523437500004,(-0.264954149723053-0.9652554988861084j),(0.003864529775455594-0.0011945327278226614j),(-0.2662377953529358-0.9654750227928162j),(0.0018452899530529976-0.00018771132454276085j),(-0.2672159969806671-0.9668340682983398j),(0.0025402610190212727+0.00017325316730421036j),(0.988585352897644+0.00038017245242372155j)
-29.302734374999996,(-0.18565209209918976-0.9838830232620239j),(0.003913768567144871-0.0011952775530517101j),(-0.18690314888954163-0.98418790102005j),(0.0018742672400549054-0.00018380234541837126j),(-0.18786807358264923-0.9855025410652161j),(0.0025706682354211807+0.00016566170961596072j),(0.9884560704231262+0.00035330935497768223j)
-29.2939453125,(-0.10513229668140411-0.9961891770362854j),(0.003962129820138216-0.0011958639370277524j),(-0.1063438132405281-0.9965774416923523j),(0.0019025627989321947-0.0001798337762011215j),(-0.10729644447565079-0.997844934463501j),(0.002600546693429351+0.00015800230903550982j),(0.988329291343689+0.00032612032373435795j)
-29.285156250000007,(-0.023917706683278084-1.0020943880081177j),(0.004009603522717953-0.0011962894350290298j),(-0.025082847103476524-1.002563238143921j),(0.001930167549289763-0.00017580950225237757j),(-0.02602435275912285-1.0037809610366821j),(0.0026298873126506805+0.00015027864719741046j),(0.9882044792175293+0.0002987133339047432j)
-29.276367187500004,(0.057464633136987686-1.0015604496002197j),(0.004056177567690611-0.0011965545127168298j),(0.056352365761995316-1.0021063089370728j),(0.0019570731092244387-0.00017172590014524758j),(0.055421147495508194-1.0032718181610107j),(0.002658684039488435+0.00014249088417273015j),(0.9880820512771606+0.000271037220954895j)
-29.267578124999993,(0.13848716020584106-0.9945907592773438j),(0.0041018384508788586-0.0011966607999056578j),(0.13743430376052856-0.9952092170715332j),(0.0019832735415548086-0.00016758692800067365j),(0.1365123987197876-0.9963200688362122j),(0.002686931286007166+0.00013464075163938105j),(0.9879618883132935+0.00024290573492180556j)
-29.258789062500007,(0.21862515807151794-0.9812299013137817j),(0.004146575462073088-0.0011966082965955138j),(0.2176375687122345-0.9819159507751465j),(0.0020087570883333683-0.00016339252761099488j),(0.21672441065311432-0.9829700589179993j),(0.0027146213687956333+0.00012673348828684539j),(0.9878441691398621+0.00021465893951244652j)
-29.25,(0.29735973477363586-0.9615636467933655j),(0.004190374165773392-0.001196393626742065j),(0.29644349217414856-0.9623114466667175j),(0.0020335172303020954-0.00015914221876300871j),(0.29553842544555664-0.9633069634437561j),(0.0027417470701038837+0.0001187685047625564j),(0.9877287149429321+0.00018607245874591172j)
-29.241210937499996,(0.3741823732852936-0.9357182383537292j),(0.00423322431743145-0.0011960213305428624j),(0.37334248423576355-0.9365214705467224j),(0.002057545119896531-0.00015483722381759435j),(0.3724452555179596-0.9374564290046692j),(0.002768305130302906+0.00011074876965722069j),(0.9876158237457275+0.00015725917182862759j)
