fs,D0,N0,D1,N1,D2,N2,R
-21.418945312499996,(-0.7112562656402588-0.7536805868148804j),(-0.016201937571167946+0.0013332798844203353j),(-0.7112149000167847-0.7511504888534546j),(-0.013196977786719799+0.0013923908118158579j),(-0.7118015289306641-0.7522181868553162j),(-0.0021059007849544287+0.0015487781492993236j),(1.0197256803512573+0.004911369644105434j)
-21.41015625,(-0.6721630692481995-0.7990519404411316j),(-0.016197139397263527+0.0013315648538991809j),(-0.6722102165222168-0.7965202927589417j),(-0.013187813572585583+0.0013912568101659417j),(-0.6728367805480957-0.7975941896438599j),(-0.0021012958604842424+0.0015506697818636894j),(1.019996166229248+0.004940574988722801j)
-21.401367187499996,(-0.630645215511322-0.841554582118988j),(-0.016192160546779633+0.0013298442354425788j),(-0.6307849287986755-0.8390321731567383j),(-0.013178492896258831+0.0013901219936087728j),(-0.6314566135406494-0.8401132822036743j),(-0.0020966422744095325+0.0015525578055530787j),(1.0202668905258179+0.004967889282852411j)
-21.392578125000004,(-0.5868319272994995-0.8810240626335144j),(-0.01618700474500656+0.001328119309619069j),(-0.5870678424835205-0.8785224556922913j),(-0.013169017620384693+0.001388981705531478j),(-0.5877889394760132-0.8796111941337585j),(-0.002091937232762575+0.0015544408233836293j),(1.0205378532409668+0.00499337911605835j)
-21.383789062500004,(-0.5408621430397034-0.9173086881637573j),(-0.016181671991944313+0.0013263936853036284j),(-0.5411966443061829-0.9148386716842651j),(-0.013159384950995445+0.0013878438621759415j),(-0.5419718027114868-0.9159358143806458j),(-0.0020871825981885195+0.0015563210472464561j),(1.020808458328247+0.0050168647430837154j)
-21.375,(-0.4928816258907318-0.9502684473991394j),(-0.01617615856230259+0.0013246594462543726j),(-0.49331676959991455-0.9478403329849243j),(-0.013149598613381386+0.0013866989174857736j),(-0.4941498637199402-0.9489458799362183j),(-0.002082378603518009+0.001558196498081088j),(1.0210790634155273+0.0050383396446704865j)
-21.3662109375,(-0.44304484128952026-0.97977614402771j),(-0.016170470044016838+0.0013229226460680366j),(-0.4435819685459137-0.977400004863739j),(-0.013139658607542515+0.0013855528086423874j),(-0.4444764256477356-0.9785141348838806j),(-0.002077524783089757+0.001560070551931858j),(1.0213491916656494+0.0050578429363667965j)
-21.357421874999996,(-0.39151325821876526-1.0057181119918823j),(-0.01616460457444191+0.0013211834011599422j),(-0.39215266704559326-1.0034035444259644j),(-0.013129559345543385+0.0013844049535691738j),(-0.3931116461753845-1.0045260190963745j),(-0.00207262160256505+0.0015619383193552494j),(1.0216193199157715+0.005075397901237011j)
-21.348632812500004,(-0.3384549021720886-1.0279942750930786j),(-0.016158558428287506+0.0013194390339776874j),(-0.3391965925693512-1.0257501602172852j),(-0.013119305483996868+0.001383250579237938j),(-0.3402228057384491-1.0268807411193848j),(-0.0020676685962826014+0.0015638007316738367j),(1.0218892097473145+0.00509086437523365j)
-21.339843749999993,(-0.28404468297958374-1.0465190410614014j),(-0.016152337193489075+0.0013176911743357778j),(-0.2848871052265167-1.0443534851074219j),(-0.01310889981687069+0.001382095506414771j),(-0.2859829068183899-1.0454916954040527j),(-0.0020626664627343416+0.0015656602336093783j),(1.0221582651138306+0.005104214884340763j)
-21.3310546875,(-0.22846239805221558-1.0612211227416992j),(-0.016145942732691765+0.0013159378431737423j),(-0.22940421104431152-1.059141993522644j),(-0.013098337687551975+0.0013809370575472713j),(-0.230570986866951-1.060286521911621j),(-0.002057615201920271+0.0015675157774239779j),(1.022426962852478+0.005115632899105549j)
-21.322265625000004,(-0.17189361155033112-1.0720443725585938j),(-0.01613936573266983+0.0013141835806891322j),(-0.17293217778205872-1.0700583457946777j),(-0.013087622821331024+0.0013797777937725186j),(-0.1741713434457779-1.0712083578109741j),(-0.00205251551233232+0.0015693678287789226j),(1.0226948261260986+0.005124702118337154j)
-21.313476562499996,(-0.11452829837799072-1.0789473056793213j),(-0.016132617369294167+0.0013124238466843963j),(-0.11566050350666046-1.0770609378814697j),(-0.013076752424240112+0.0013786135241389275j),(-0.11697246879339218-1.0782147645950317j),(-0.0020473652984946966+0.0015712155727669597j),(1.0229620933532715+0.005131815560162067j)
-21.3046875,(-0.056559883058071136-1.081904411315918j),(-0.016125688329339027+0.0013106594560667872j),(-0.05778168886899948-1.0801225900650024j),(-0.013065730221569538+0.0013774465769529343j),(-0.05916694179177284-1.0812788009643555j),(-0.0020421668887138367+0.0015730587765574455j),(1.0232285261154175+0.005136835388839245j)
-21.295898437499996,(0.0018141728360205889-1.0809048414230347j),(-0.01611858606338501+0.0013088930863887072j),(0.0005072195781394839-1.0792325735092163j),(-0.013054551556706429+0.0013762785820290446j),(-0.0009505814523436129-1.0803886651992798j),(-0.0020369195844978094+0.0015748973237350583j),(1.0234938859939575+0.005139567423611879j)
-21.287109375,(0.06039464846253395-1.0759533643722534j),(-0.016111310571432114+0.0013071225257590413j),(0.05900799483060837-1.0743941068649292j),(-0.013043221086263657+0.0013751068618148565j),(0.0574781708419323-1.075547695159912j),(-0.0020316229201853275+0.0015767327276989818j),(1.0237584114074707+0.005140088032931089j)
-21.278320312500004,(0.11897988617420197-1.067070484161377j),(-0.016103854402899742+0.0013053480070084333j),(0.11751934140920639-1.0656272172927856j),(-0.013031738810241222+0.0013739309506490827j),(0.1159188449382782-1.0667756795883179j),(-0.0020262785255908966+0.001578562194481492j),(1.0240216255187988+0.005138566251844168j)
-21.269531249999996,(0.17736728489398956-1.0542917251586914j),(-0.016096225008368492+0.0013035704614594579j),(0.1758391559123993-1.0529661178588867j),(-0.013020101003348827+0.0013727553887292743j),(0.17417031526565552-1.0541064739227295j),(-0.002020884770900011+0.0015803884016349912j),(1.024283766746521+0.00513477623462677j)
-21.2607421875,(0.2353539913892746-1.037667155265808j),(-0.016088422387838364+0.0013017876772210002j),(0.23376521468162537-1.0364606380462646j),(-0.013008310459554195+0.0013715740060433745j),(0.2320302575826645-1.037589430809021j),(-0.002015442820265889+0.001582210068590939j),(1.0245447158813477+0.0051285806111991405j)
-21.251953124999996,(0.29273709654808044-1.0172628164291382j),(-0.016080444678664207+0.001300003263168037j),(0.29109516739845276-1.016175389289856j),(-0.012996366247534752+0.0013703916920349002j),(0.2892972230911255-1.0172890424728394j),(-0.0020099531393498182+0.001584028359502554j),(1.0248042345046997+0.005120482761412859j)
-21.243164062500004,(0.3493148386478424-0.9931583404541016j),(-0.016072293743491173+0.001298211864195764j),(0.34762775897979736-0.992189347743988j),(-0.012984272092580795+0.0013692061183974147j),(0.3457699418067932-0.9932840466499329j),(-0.0020044143311679363+0.0015858409460633993j),(1.0250622034072876+0.0051099760457873344j)
-21.234375000000004,(0.40488722920417786-0.9654480814933777j),(-0.01606396585702896+0.0012964189518243074j),(0.40316322445869446-0.9645963311195374j),(-0.012972026132047176+0.0013680204283446074j),(0.4012494683265686-0.9656676650047302j),(-0.001998828025534749+0.0015876502729952335j),(1.0253188610076904+0.0050972397439181805j)
-21.2255859375,(0.4592567980289459-0.9342401623725891j),(-0.01605546474456787+0.0012946223141625524j),(0.45750436186790466-0.9335031509399414j),(-0.012959625571966171+0.001366829383186996j),(0.4555389881134033-0.934546947479248j),(-0.0019931939896196127+0.001589454710483551j),(1.02557373046875+0.005082084331661463j)
-21.216796875,(0.5122291445732117-0.8996561169624329j),(-0.016046792268753052+0.0012928228825330734j),(0.5104573369026184-0.8990304470062256j),(-0.012947076000273228+0.001365634729154408j),(0.5084452629089355-0.9000421762466431j),(-0.0019875108264386654+0.0015912542585283518j),(1.0258270502090454+0.0050648972392082214j)
-21.208007812499996,(0.5636139512062073-0.861829936504364j),(-0.016037946566939354+0.0012910179793834686j),(0.5618321895599365-0.8613120913505554j),(-0.012934373691678047+0.0013644376304000616j),(0.5597781538963318-0.8622867465019226j),(-0.001981781329959631+0.0015930492663756013j),(1.0260785818099976+0.0050452337600290775j)
-21.19921875,(0.6132258772850037-0.82090824842453j),(-0.01602892391383648+0.0012892137747257948j),(0.6114431023597717-0.8204934597015381j),(-0.01292151864618063+0.0013632398331537843j),(0.6093527674674988-0.8214261531829834j),(-0.0019760029390454292+0.001594841480255127j),(1.0263283252716064+0.005023420788347721j)
-21.190429687500007,(0.660884439945221-0.7770494222640991j),(-0.016019729897379875+0.0012874030508100986j),(0.6591101884841919-0.7767322659492493j),(-0.012908515520393848+0.0013620387762784958j),(0.6569889783859253-0.7776177525520325j),(-0.001970177050679922+0.0015966272912919521j),(1.026576042175293+0.004999298136681318j)
-21.181640625,(0.7064154744148254-0.7304221987724304j),(-0.01601036638021469+0.0012855896493420005j),(0.7046592235565186-0.7301965355873108j),(-0.012895358726382256+0.0013608339941129088j),(0.7025135159492493-0.7310299873352051j),(-0.0019643043633550406+0.001598410657607019j),(1.0268217325210571+0.0049728392623364925j)
-21.172851562500004,(0.7496516704559326-0.6812058091163635j),(-0.01600082963705063+0.0012837720569223166j),(0.7479230165481567-0.6810652613639832j),(-0.012882051058113575+0.001359627116471529j),(0.7457588911056519-0.6818411350250244j),(-0.0019583827815949917+0.0016001880867406726j),(1.0270657539367676+0.004944064188748598j)
-21.164062499999996,(0.790433406829834-0.6295890212059021j),(-0.01599111780524254+0.001281952136196196j),(0.788741409778595-0.6295265555381775j),(-0.012868593446910381+0.001358418958261609j),(0.7865653038024902-0.6302394866943359j),(-0.0019524152157828212+0.0016019610920920968j),(1.027307391166687+0.004913045559078455j)
-21.1552734375,(0.8286082148551941-0.5757696628570557j),(-0.015981238335371017+0.0012801280245184898j),(0.8269627094268799-0.5757770538330078j),(-0.012854988686740398+0.001357206841930747j),(0.8247811198234558-0.5764224529266357j),(-0.001946400967426598+0.0016037296736612916j),(1.0275466442108154+0.0048796553164720535j)
-21.146484374999996,(0.8640335202217102-0.5199523568153381j),(-0.01597118377685547+0.001278300886042416j),(0.8624433279037476-0.5200218558311462j),(-0.012841232120990753+0.001355990068987012j),(0.8602627515792847-0.52059406042099j),(-0.001940338872373104+0.001605493132956326j),(1.027783751487732+0.004844045732170343j)
-21.137695312499996,(0.8965753316879272-0.46234947443008423j),(-0.01596095971763134+0.001276470604352653j),(0.8950492143630981-0.46247273683547974j),(-0.01282732468098402+0.001354773878119886j),(0.8928768634796143-0.46296656131744385j),(-0.0019342298619449139+0.0016072526341304183j),(1.0280184745788574+0.004806190729141235j)
-21.128906250000004,(0.9261095523834229-0.4031793773174286j),(-0.01595056615769863+0.0012746388092637062j),(0.9246556758880615-0.4033474624156952j),(-0.012813269160687923+0.0013535545440390706j),(0.9224982857704163-0.40375813841819763j),(-0.0019280737033113837+0.0016090081771835685j),(1.0282509326934814+0.004765936639159918j)
-21.120117187499996,(0.952522337436676-0.3426652252674103j),(-0.015940001234412193+0.0012728008441627026j),(0.9511492252349854-0.3428693115711212j),(-0.012799065560102463+0.0013523311354219913j),(0.9490132331848145-0.3431921601295471j),(-0.001921872259117663+0.0016107584815472364j),(1.0284807682037354+0.0047233146615326405j)
-21.111328125,(0.9757108092308044-0.28103509545326233j),(-0.015929266810417175+0.0012709611328318715j),(0.9744262099266052-0.2812657356262207j),(-0.012784713879227638+0.0013511059805750847j),(0.9723187685012817-0.28149619698524475j),(-0.0019156234338879585+0.0016125026158988476j),(1.0287083387374878+0.00467860559001565j)
-21.102539062499996,(0.9955832958221436-0.2185198813676834j),(-0.01591835916042328+0.001269118394702673j),(0.9943946599960327-0.2187679409980774j),(-0.012770210392773151+0.0013498765183612704j),(0.992321789264679-0.2189016044139862j),(-0.0019093273440375924+0.0016142429085448384j),(1.028932809829712+0.004631484393030405j)
-21.093750000000004,(1.0120601654052734-0.15535297989845276j),(-0.0159072857350111+0.0012672720476984978j),(1.0109736919403076-0.15560905635356903j),(-0.0127555588260293+0.0013486479874700308j),(1.0089422464370728-0.15564194321632385j),(-0.0019029858522117138+0.0016159791266545653j),(1.029154896736145+0.004582166206091642j)
-21.084960937500004,(1.0250734090805054-0.09176900237798691j),(-0.015896040946245193+0.0012654219754040241j),(1.0240952968597412-0.09202388674020767j),(-0.012740761041641235+0.0013474152656272054j),(1.0221110582351685-0.09195249527692795j),(-0.0018965982599183917+0.0016177118523046374j),(1.0293742418289185+0.004530560690909624j)
-21.076171875,(1.034566879272461-0.02800346165895462j),(-0.015884628519415855+0.0012635714374482632j),(1.033703088760376-0.02824789471924305j),(-0.012725812382996082+0.0013461775379255414j),(1.0317723751068115-0.028068771585822105j),(-0.0018901642179116607+0.0016194372437894344j),(1.0295907258987427+0.004476652015000582j)
-21.0673828125,(1.04049813747406+0.035708989948034286j),(-0.015873048454523087+0.001261714962311089j),(1.0397533178329468+0.035483963787555695j),(-0.01271071843802929+0.0013449392281472683j),(1.0378814935684204+0.03577372059226036j),(-0.001883683493360877+0.0016211591428145766j),(1.0298047065734863+0.004420519340783358j)
-21.058593749999996,(1.0428366661071777+0.09913458675146103j),(-0.01586129702627659+0.0012598567409440875j),(1.0422147512435913+0.09893811494112015j),(-0.012695478275418282+0.001343699637800455j),(1.0404075384140015+0.09934079647064209j),(-0.0018771585309877992+0.0016228765016421676j),(1.0300153493881226+0.004362145438790321j)
-21.0498046875,(1.0415650606155396+0.1620427519083023j),(-0.01584937982261181+0.001257995143532753j),(1.0410698652267456+0.161882683634758j),(-0.012680092826485634+0.0013424555072560906j),(1.0393319129943848+0.16240039467811584j),(-0.0018705867696553469+0.001624588156118989j),(1.0302233695983887+0.004301668610423803j)
-21.041015625000007,(1.0366795063018799+0.2242048978805542j),(-0.01583729311823845+0.0012561293551698327j),(1.036313772201538+0.2240900993347168j),(-0.012664553709328175+0.001341208117082715j),(1.0346497297286987+0.22472426295280457j),(-0.001863969606347382+0.0016262952703982592j),(1.0304282903671265+0.004238875117152929j)
-21.0322265625,(1.0281885862350464+0.28539806604385376j),(-0.01582503877580166+0.0012542621698230505j),(1.027954339981079+0.28533583879470825j),(-0.012648873031139374+0.001339962356723845j),(1.0263683795928955+0.2860872745513916j),(-0.0018573071574792266+0.0016279974952340126j),(1.030630111694336+0.004173870664089918j)
-21.023437500000004,(1.0161150693893433+0.3454025387763977j),(-0.015812618657946587+0.0012523923069238663j),(1.0160131454467773+0.3454005718231201j),(-0.012633045203983784+0.0013387101935222745j),(1.0145089626312256+0.3462700843811035j),(-0.0018505989573895931+0.0016296941321343184j),(1.0308289527893066+0.004106814507395029j)
-21.014648437499996,(1.0004938840866089+0.40400606393814087j),(-0.015800030902028084+0.0012505201157182455j),(1.0005245208740234+0.40407082438468933j),(-0.012617073021829128+0.0013374574482440948j),(0.9991054534912109+0.4050576686859131j),(-0.0018438461702317+0.0016313870437443256j),(1.0310245752334595+0.004037430044263601j)
-21.005859375,(0.9813732504844666+0.4610017240047455j),(-0.0157872773706913+0.001248644315637648j),(0.9815366268157959+0.46113958954811096j),(-0.012600952759385109+0.001336201443336904j),(0.9802051186561584+0.4622434973716736j),(-0.0018370470497757196+0.0016330749494954944j),(1.0312168598175049+0.003966095857322216j)
-20.997070312500007,(0.9588142037391663+0.5161904692649841j),(-0.015774358063936234+0.0012467657215893269j),(0.9591089487075806+0.5164068341255188j),(-0.01258468721061945+0.001334942178800702j),(0.957867443561554+0.5176265239715576j),(-0.001830203807912767+0.0016347564524039626j),(1.0314061641693115+0.0038925136905163527j)
-20.988281249999996,(0.9328913688659668+0.5693813562393188j),(-0.015761272981762886+0.0012448860798031092j),(0.9333153367042542+0.5696815848350525j),(-0.012568279169499874+0.001333680935204029j),(0.9321652054786682+0.5710150003433228j),(-0.001823315629735589+0.0016364341136068106j),(1.0315923690795898+0.0038169289473444223j)
-20.979492187500004,(0.9036902189254761+0.6203919649124146j),(-0.015748022124171257+0.0012429994530975819j),(0.904240608215332+0.620780348777771j),(-0.01255172397941351+0.0013324165483936667j),(0.9031831622123718+0.6222249269485474j),(-0.0018163836793974042+0.001638107351027429j),(1.031774878501892+0.0037391751538962126j)
-20.970703124999993,(0.8713100552558899+0.6690496802330017j),(-0.015734605491161346+0.0012411121279001236j),(0.8719832301139832+0.6695298552513123j),(-0.012535023503005505+0.0013311483198776841j),(0.8710190653800964+0.6710828542709351j),(-0.0018094045808538795+0.0016397744184359908j),(1.0319541692733765+0.0036594788543879986j)
-20.9619140625,(0.8358606696128845+0.7151911854743958j),(-0.015721024945378304+0.0012392218923196197j),(0.8366524577140808+0.7157663106918335j),(-0.012518180534243584+0.0013298807898536325j),(0.8357813358306885+0.7174237370491028j),(-0.0018023831071332097+0.0016414372948929667j),(1.0321301221847534+0.00357770174741745j)
-20.953124999999996,(0.7974639534950256+0.7586645483970642j),(-0.01570728048682213+0.0012373309582471848j),(0.7983692288398743+0.7593368291854858j),(-0.012501195073127747+0.0013286088360473514j),(0.7975903749465942+0.7610946893692017j),(-0.0017953179776668549+0.0016430944669991732j),(1.0323026180267334+0.0034939851611852646j)
-20.9443359375,(0.7562525868415833+0.7993283271789551j),(-0.01569337025284767+0.001235435949638486j),(0.7572653293609619+0.8000993132591248j),(-0.012484061531722546+0.0013273363001644611j),(0.756577730178833+0.8019527792930603j),(-0.0017882072133943439+0.0016447462840005755j),(1.0324716567993164+0.003408190095797181j)
-20.935546875000004,(0.7123696208000183+0.8370525240898132j),(-0.01567929796874523+0.0012335388455539942j),(0.7134833335876465+0.8379231095314026j),(-0.012466787360608578+0.001326059689745307j),(0.712885320186615+0.8398669958114624j),(-0.001781052560545504+0.0016463939100503922j),(1.032637357711792+0.003320463001728058j)
-20.9267578125,(0.6659681797027588+0.871719479560852j),(-0.01566506363451481+0.001231639296747744j),(0.6671760678291321+0.8726893663406372j),(-0.012449371628463268+0.0013247819151729345j),(0.6666648387908936+0.8747181296348572j),(-0.0017738546011969447+0.0016480368794873357j),(1.0327996015548706+0.0032308970112353563j)
-20.91796875,(0.6172109246253967+0.9032229781150818j),(-0.015650661662220955+0.0012297339271754026j),(0.618504524230957+0.9042920470237732j),(-0.012431811541318893+0.001323502161540091j),(0.6180778741836548+0.9063990116119385j),(-0.001766612404026091+0.001649673911742866j),(1.0329582691192627+0.0031393691897392273j)
-20.909179687499996,(0.5662684440612793+0.9314701557159424j),(-0.015636101365089417+0.0012278282083570957j),(0.5676401257514954+0.9326366782188416j),(-0.012414109893143177+0.001322216703556478j),(0.567294180393219+0.9348155856132507j),(-0.001759326085448265+0.0016513039590790868j),(1.0331133604049683+0.0030460082925856113j)
-20.900390625,(0.5133206844329834+0.9563798904418945j),(-0.015621376223862171+0.0012259213253855705j),(0.5147613286972046+0.9576424956321716j),(-0.012396265752613544+0.0013209311291575432j),(0.5144920945167542+0.9598858952522278j),(-0.0017519970424473286+0.0016529313288629055j),(1.0332651138305664+0.0029508338775485754j)
-20.891601562500007,(0.45855411887168884+0.9778852462768555j),(-0.015606489963829517+0.0012240115320309997j),(0.4600542485713959+0.9792408347129822j),(-0.012378278188407421+0.0013196432264521718j),(0.45985785126686096+0.9815414547920227j),(-0.0017446234123781323+0.0016545525286346674j),(1.0334129333496094+0.0028537805192172527j)
-20.882812499999996,(0.40216246247291565+0.9959310293197632j),(-0.01559144351631403+0.0012220998760312796j),(0.4037126302719116+0.9973766207695007j),(-0.01236014999449253+0.0013183520641177893j),(0.4035835266113281+0.9997264742851257j),(-0.001737208222039044+0.0016561683733016253j),(1.0335575342178345+0.002755110850557685j)
-20.874023437500004,(0.34434476494789124+1.0104758739471436j),(-0.015576234087347984+0.0012201815843582153j),(0.3459347188472748+1.012007236480713j),(-0.012341882102191448+0.0013170582242310047j),(0.3458682894706726+1.014398455619812j),(-0.001729748211801052+0.0016577799106016755j),(1.033698320388794+0.0026546958833932877j)
-20.865234374999996,(0.28530600666999817+1.0214910507202148j),(-0.01556086353957653+0.001218266668729484j),(0.28692543506622314+1.0231037139892578j),(-0.012323470786213875+0.001315762405283749j),(0.2869156301021576+1.0255283117294312j),(-0.0017222465248778462+0.0016593857435509562j),(1.0338356494903564+0.002552539575845003j)
-20.8564453125,(0.22525513172149658+1.028961181640625j),(-0.015545332804322243+0.001216346281580627j),(0.22689339518547058+1.03065025806427j),(-0.012304922565817833+0.0013144664699211717j),(0.2269344925880432+1.0330995321273804j),(-0.001714701415039599+0.0016609845915809274j),(1.0339691638946533+0.0024487252812832594j)
-20.847656250000007,(0.16440518200397491+1.0328837633132935j),(-0.015529644675552845+0.001214423100464046j),(0.16605150699615479+1.0346440076828003j),(-0.012286231853067875+0.0013131657615303993j),(0.16613680124282837+1.037109375j),(-0.0017071141628548503+0.001662581111304462j),(1.0340993404388428+0.0023432860616594553j)
-20.838867187499996,(0.10297144204378128+1.0332690477371216j),(-0.015513794496655464+0.0012124998029321432j),(0.10461483895778656+1.0350942611694336j),(-0.012267401441931725+0.0013118608621880412j),(0.10473807901144028+1.037567377090454j),(-0.0016994833713397384+0.001664169947616756j),(1.034225583076477+0.002236240077763796j)
-20.830078125000004,(0.04117181897163391+1.0301398038864136j),(-0.015497785061597824+0.00121057138312608j),(0.042801376432180405+1.0320236682891846j),(-0.012248430401086807+0.0013105550315231085j),(0.04295537248253822+1.0344959497451782j),(-0.0016918112523853779+0.0016657548258081079j),(1.0343483686447144+0.0021278008352965117j)
-20.821289062499993,(-0.020775217562913895+1.0235309600830078j),(-0.01548161543905735+0.001208642148412764j),(-0.01917031966149807+1.0254672765731812j),(-0.012229319661855698+0.0013092488516122103j),(-0.018992632627487183+1.0279297828674316j),(-0.001684096409007907+0.0016673324862495065j),(1.0344675779342651+0.002017740625888109j)
-20.8125,(-0.08265063911676407+1.013490080833435j),(-0.01546528935432434+0.001206711633130908j),(-0.08108144998550415+1.0154718160629272j),(-0.012210073880851269+0.0013079391792416573j),(-0.08088696002960205+1.0179163217544556j),(-0.0016763403546065092+0.0016689071198925376j),(1.0345829725265503+0.0019062552601099014j)
-20.803710937500004,(-0.1442357748746872+1.0000758171081543j),(-0.015448806807398796+0.0012047771597281098j),(-0.14271271228790283+1.0020958185195923j),(-0.012190687470138073+0.001306626247242093j),(-0.14250880479812622+1.0045143365859985j),(-0.0016685412265360355+0.0016704740701243281j),(1.0346949100494385+0.0017932407790794969j)
-20.794921875,(-0.20531322062015533+0.9833584427833557j),(-0.015432162210345268+0.0012028433848172426j),(-0.20384685695171356+0.985409677028656j),(-0.01217116229236126+0.0013053122675046325j),(-0.2036411017179489+0.9877941012382507j),(-0.0016607001889497042+0.0016720371786504984j),(1.0348031520843506+0.0016790187219157815j)
-20.786132812500004,(-0.26566800475120544+0.9634192585945129j),(-0.015415363945066929+0.0012009042548015714j),(-0.26426854729652405+0.9654943943023682j),(-0.012151498347520828+0.0013039944460615516j),(-0.2640681266784668+0.9678369760513306j),(-0.0016528170090168715+0.0016735937679186463j),(1.0349078178405762+0.0015634403098374605j)
-20.777343749999996,(-0.3250883221626282+0.9403498768806458j),(-0.01539840642362833+0.0011989646591246128j),(-0.3237653970718384+0.9424417018890381j),(-0.012131698429584503+0.001302673015743494j),(-0.32357776165008545+0.9447348713874817j),(-0.0016448937822133303+0.001675145234912634j),(1.0350089073181152+0.0014464359264820814j)
-20.7685546875,(-0.3833654224872589+0.914251983165741j),(-0.015381291508674622+0.0011970227351412177j),(-0.3821287751197815+0.9163529276847839j),(-0.01211175974458456+0.0013013528659939766j),(-0.38196107745170593+0.918590247631073j),(-0.0016369289951398969+0.001676691579632461j),(1.0351063013076782+0.0013283747248351574j)
-20.759765624999996,(-0.44029587507247925+0.8852365612983704j),(-0.015364022925496101+0.0011950782500207424j),(-0.43915435671806335+0.8873394727706909j),(-0.012091686949133873+0.001300031435675919j),(-0.43901368975639343+0.889514148235321j),(-0.0016289224149659276+0.001678232103586197j),(1.0352004766464233+0.0012090648524463177j)
-20.7509765625,(-0.4956810474395752+0.8534237146377563j),(-0.01534659881144762+0.0011931315530091524j),(-0.4946431517601013+0.8555214405059814j),(-0.012071474455296993+0.0012987022055312991j),(-0.49453648924827576+0.8576275706291199j),(-0.0016208746237680316+0.0016797673888504505j),(1.0352907180786133+0.0010886177187785506j)
-20.742187500000007,(-0.5493285059928894+0.8189412951469421j),(-0.015329019166529179+0.0011911852052435279j),(-0.5484021306037903+0.8210272789001465j),(-0.012051128782331944+0.0012973756529390812j),(-0.5483361482620239+0.823059618473053j),(-0.0016127871349453926+0.001681298017501831j),(1.0353777408599854+0.0009671713341958821j)
-20.733398437499996,(-0.6010531187057495+0.781926155090332j),(-0.015311281196773052+0.0011892345501109958j),(-0.6002454161643982+0.7839932441711426j),(-0.012030643410980701+0.001296043861657381j),(-0.6002267003059387+0.7859469056129456j),(-0.0016046565724536777+0.001682821661233902j),(1.0354609489440918+0.0008445255807600915j)
-20.724609375000004,(-0.6506765484809875+0.7425211668014526j),(-0.015293389558792114+0.0011872807517647743j),(-0.6499941349029541+0.7445632219314575j),(-0.012010026723146439+0.0012947068316861987j),(-0.6500285863876343+0.7464342713356018j),(-0.0015964870108291507+0.0016843393677845597j),(1.0355408191680908+0.0007209390169009566j)
-20.715820312499993,(-0.6980286240577698+0.7008757591247559j),(-0.015275347046554089+0.0011853271862491965j),(-0.6974775195121765+0.7028869390487671j),(-0.011989271268248558+0.0012933716643601656j),(-0.6975709795951843+0.7046719193458557j),(-0.0015882758889347315+0.0016858532326295972j),(1.0356173515319824+0.0005963552393950522j)
-20.70703125,(-0.7429482340812683+0.657146155834198j),(-0.015257149934768677+0.0011833719909191132j),(-0.7425335645675659+0.6591207385063171j),(-0.011968383565545082+0.001292036147788167j),(-0.7426915168762207+0.6608172059059143j),(-0.0015800255350768566+0.0016873596468940377j),(1.0356903076171875+0.00047092518070712686j)
-20.698242187500004,(-0.7852835059165955+0.6114930510520935j),(-0.015238799154758453+0.0011814135359600186j),(-0.7850095629692078+0.6134255528450012j),(-0.011947359889745712+0.0012906950432807207j),(-0.785237193107605+0.6150314211845398j),(-0.001571734668686986+0.0016888609388843179j),(1.035759687423706+0.00034465669887140393j)
-20.689453124999996,(-0.8248921036720276+0.5640816688537598j),(-0.015220293775200844+0.0011794554302468896j),(-0.8247624039649963+0.5659676790237427j),(-0.011926202103495598+0.0012893491657450795j),(-0.8250638246536255+0.5674818754196167j),(-0.0015634034061804414+0.0016903569921851158j),(1.0358260869979858+0.0002176570415031165j)
-20.680664062500004,(-0.861642062664032+0.5150815844535828j),(-0.015201637521386147+0.0011774934828281403j),(-0.8616599440574646+0.516916811466217j),(-0.011904910206794739+0.0012880073627457023j),(-0.8620392680168152+0.5183387994766235j),(-0.0015550319803878665+0.001691846176981926j),(1.035888910293579+8.98900325410068e-05j)
-20.671874999999993,(-0.8954130411148071+0.46466511487960815j),(-0.015182830393314362+0.0011755285086110234j),(-0.8955798745155334+0.466446191072464j),(-0.011883486993610859+0.0012866574106737971j),(-0.896040678024292+0.4677765369415283j),(-0.0015466223703697324+0.0016933316364884377j),(1.0359485149383545-3.865579856210388e-05j)
-20.6630859375,(-0.9260942935943604+0.4130077660083771j),(-0.01516386866569519+0.0011735637672245502j),(-0.9264112710952759+0.41473132371902466j),(-0.011861930601298809+0.001285311533138156j),(-0.9269569516181946+0.41597163677215576j),(-0.0015381722478196025+0.001694809994660318j),(1.036004900932312-0.00016773503739386797j)
-20.654296875000004,(-0.9535881280899048+0.3602864742279053j),(-0.015144758857786655+0.0011715992586687207j),(-0.9540556073188782+0.3619501292705536j),(-0.011840241961181164+0.0012839592527598143j),(-0.9546882510185242+0.3631021976470947j),(-0.0015296823112294078+0.0016962826484814286j),(1.036057949066162-0.000297431368380785j)
-20.6455078125,(-0.9778079986572266+0.30667996406555176j),(-0.015125497244298458+0.0011696289293467999j),(-0.9784252047538757+0.3082815706729889j),(-0.01181841641664505+0.0012826052261516452j),(-0.9791466593742371+0.30934858322143555j),(-0.0015211532590910792+0.0016977497143670917j),(1.036108136177063-0.00042773535824380815j)
