fs,D0,N0,D1,N1,D2,N2,R
-28.749023437500004,(-1.0059759616851807-0.10838701575994492j),(0.0032439613714814186-0.00048430118476971984j),(-1.0060266256332397-0.10773755609989166j),(0.0036725029349327087-0.0011583061423152685j),(-1.0054415464401245-0.10635285079479218j),(0.003696287516504526+0.0006444138707593083j),(0.9889068603515625-0.0014063293347135186j)
-28.740234375,(-0.992867112159729-0.18769921362400055j),(0.003201593877747655-0.0005041636759415269j),(-0.9929570555686951-0.18709471821784973j),(0.0036514645908027887-0.0011732623679563403j),(-0.9924730658531189-0.1857437640428543j),(0.003694877028465271+0.0006266824784688652j),(0.988922119140625-0.0014205138431861997j)
-28.731445312499996,(-0.9735913276672363-0.2657926678657532j),(0.0031575108878314495-0.0005240275640971959j),(-0.9737199544906616-0.26523762941360474j),(0.0036289410199970007-0.0011881331447511911j),(-0.9733363389968872-0.263926237821579j),(0.0036925356835126877+0.0006089146481826901j),(0.9889377355575562-0.001434384728781879j)
-28.722656249999996,(-0.9482786059379578-0.3421802520751953j),(0.0031117175240069628-0.0005438858061097562j),(-0.9484445452690125-0.3416788578033447j),(0.003604935249313712-0.0012029075296595693j),(-0.9481595158576965-0.34041163325309753j),(0.003689264180138707+0.0005911129992455244j),(0.9889531135559082-0.0014479175442829728j)
-28.713867187500004,(-0.9170956611633301-0.41638660430908203j),(0.003064224263653159-0.0005637370049953461j),(-0.9172975420951843-0.41594207286834717j),(0.0035794475115835667-0.0012175877345725894j),(-0.9171085953712463-0.4147230386734009j),(0.0036850653123110533+0.0005732836434617639j),(0.9889687299728394-0.0014610460493713617j)
-28.705078124999993,(-0.880246102809906-0.4879504144191742j),(0.0030150313396006823-0.0005835737683810294j),(-0.8804822564125061-0.4875657558441162j),(0.0035524924751371145-0.00123216537758708j),(-0.8803859353065491-0.48639771342277527j),(0.00367994187399745+0.0005554275121539831j),(0.9889844059944153-0.0014738324098289013j)
-28.69628906249999,(-0.8379680514335632-0.5564281940460205j),(0.002964149694889784-0.000603397551458329j),(-0.8382359147071838-0.5561050176620483j),(0.0035240657161921263-0.001246641157194972j),(-0.838228166103363-0.554990828037262j),(0.003673895727843046+0.0005375518812797964j),(0.9890002608299255-0.001486266846768558j)
-28.687500000000004,(-0.7905328869819641-0.6213961243629456j),(0.002911586780101061-0.0006232036394067109j),(-0.7908298373222351-0.6211360096931458j),(0.003494180040434003-0.001261007389985025j),(-0.790905773639679-0.6200770139694214j),(0.0036669294349849224+0.0005196580896154046j),(0.9890159964561462-0.0014983894070610404j)
-28.6787109375,(-0.7382434010505676-0.6824532747268677j),(0.0028573463205248117-0.0006429810891859233j),(-0.7385663986206055-0.6822563409805298j),(0.0034628319554030895-0.0012752668699249625j),(-0.7387200593948364-0.6812534928321838j),(0.0036590485833585262+0.0005017524235881865j),(0.989031970500946-0.001510006608441472j)
-28.669921874999993,(-0.6814314723014832-0.7392234802246094j),(0.0028014429844915867-0.000662730832118541j),(-0.6817773580551147-0.7390899062156677j),(0.0034300375264137983-0.001289414707571268j),(-0.6820026636123657-0.7381431460380554j),(0.003650255035609007+0.00048383790999650955j),(0.9890480041503906-0.0015212580328807235j)
-28.661132812500007,(-0.6204568147659302-0.7913583517074585j),(0.002743880497291684-0.0006824519950896502j),(-0.6208218932151794-0.7912871837615967j),(0.0033958018757402897-0.001303444616496563j),(-0.6211119294166565-0.7903957962989807j),(0.003640551585704088+0.00046591716818511486j),(0.9890641570091248-0.0015321287792176008j)
-28.65234375,(-0.55570387840271-0.8385391235351562j),(0.002684671198949218-0.0007021388155408204j),(-0.556084156036377-0.8385286331176758j),(0.003360126633197069-0.0013173527549952269j),(-0.5564313530921936-0.8376911878585815j),(0.0036299435887485743+0.00044799555325880647j),(0.9890803694725037-0.0015426147729158401j)
-28.643554687499996,(-0.4875794053077698-0.8804779648780823j),(0.002623820910230279-0.0007217831443995237j),(-0.4879707992076874-0.8805263638496399j),(0.0033230192493647337-0.00133114168420434j),(-0.4883674383163452-0.8797404766082764j),(0.003618435002863407+0.0004300758009776473j),(0.9890968799591064-0.0015526518691331148j)
-28.634765625,(-0.41650983691215515-0.916921079158783j),(0.0025613463949412107-0.0007413904531858861j),(-0.41690829396247864-0.9170257449150085j),(0.0032844925299286842-0.0013448045356199145j),(-0.4173465073108673-0.9162883162498474j),(0.003606028389185667+0.0004121633246541023j),(0.9891132712364197-0.0015622760402038693j)
-28.625976562500007,(-0.34293946623802185-0.9476485252380371j),(0.0024972534738481045-0.0007609504391439259j),(-0.34334060549736023-0.9478058815002441j),(0.0032445513643324375-0.0013583401450887322j),(-0.3438113331794739-0.9471134543418884j),(0.0035927314311265945+0.0003942598996218294j),(0.9891299605369568-0.0015715027693659067j)
-28.617187499999996,(-0.2673264145851135-0.9724766612052917j),(0.0024315500631928444-0.0007804571068845689j),(-0.2677256166934967-0.9726833701133728j),(0.0032032071612775326-0.0013717450201511383j),(-0.2682206630706787-0.9720317125320435j),(0.0035785450600087643+0.0003763734712265432j),(0.9891467690467834-0.0015802746638655663j)
-28.608398437500004,(-0.19014014303684235-0.9912593960762024j),(0.002364250598475337-0.0007999128429219127j),(-0.19053296744823456-0.9915111660957336j),(0.0031604610849171877-0.0013850148534402251j),(-0.19104361534118652-0.9908955693244934j),(0.003563477424904704+0.00035850360291078687j),(0.9891636967658997-0.001588626066222787j)
-28.599609375000004,(-0.11185901612043381-1.0038875341415405j),(0.002295368816703558-0.0008193104295060039j),(-0.11224120110273361-1.0041803121566772j),(0.0031163296662271023-0.0013981495285406709j),(-0.11275853216648102-1.003595232963562j),(0.0035475329495966434+0.0003406557079870254j),(0.9891806840896606-0.001596534508280456j)
-28.5908203125,(-0.03296685591340065-1.010291337966919j),(0.002224909607321024-0.0008386460831388831j),(-0.03333364799618721-1.010619878768921j),(0.003070817096158862-0.0014111376367509365j),(-0.03384917601943016-1.0100603103637695j),(0.0035307167563587427+0.00032283365726470947j),(0.9891980290412903-0.0016038867179304361j)
-28.582031249999996,(0.046049997210502625-1.0104390382766724j),(0.002152895787730813-0.0008579181740060449j),(0.04570278897881508-1.010798692703247j),(0.00302393501624465-0.0014239875599741936j),(0.04519753158092499-1.0102581977844238j),(0.0035130337346345186+0.0003050407103728503j),(0.9892153143882751-0.0016109755961224437j)
-28.573242187499996,(0.12470608204603195-1.004338026046753j),(0.002079334342852235-0.0008771199500188231j),(0.12438260018825531-1.0047236680984497j),(0.0029756957665085793-0.0014366897521540523j),(0.12389588356018066-1.0041961669921875j),(0.0034944915678352118+0.0002872814948204905j),(0.9892330765724182-0.0016174842603504658j)
-28.564453125,(0.20251867175102234-0.992034375667572j),(0.0020042338874191046-0.0008962511201389134j),(0.20222321152687073-0.9924409985542297j),(0.0029261084273457527-0.0014492401387542486j),(0.2017623782157898-0.9919201135635376j),(0.003475092351436615+0.00026955947396345437j),(0.9892506003379822-0.001623592572286725j)
-28.555664062499993,(0.2790120244026184-0.9736128449440002j),(0.0019276156090199947-0.0009153077844530344j),(0.27874818444252014-0.9740350842475891j),(0.0028751816134899855-0.001461644540540874j),(0.27832111716270447-0.9735144376754761j),(0.0034548467956483364+0.0002518791297916323j),(0.9892686009407043-0.001629138714633882j)
-28.546875,(0.3537190854549408-0.9491952657699585j),(0.0018494876567274332-0.000934284704271704j),(0.3534906506538391-0.9496282339096069j),(0.0028229218441993-0.0014738860772922635j),(0.3531041443347931-0.9491013884544373j),(0.0034337607212364674+0.00023424100072588772j),(0.9892866015434265-0.0016342374728992581j)
-28.538085937500004,(0.4261857867240906-0.9189406633377075j),(0.001769865513779223-0.0009531746618449688j),(0.42599600553512573-0.9193792939186096j),(0.002769351238384843-0.0014859734801575541j),(0.42565634846687317-0.9188399910926819j),(0.0034118371549993753+0.0002166515914723277j),(0.9893049597740173-0.0016389046795666218j)
-28.529296875,(0.49597254395484924-0.8830440640449524j),(0.0016887695528566837-0.0009719788213260472j),(0.49582457542419434-0.8834832906723022j),(0.0027144711930304766-0.0014979004627093673j),(0.4955374598503113-0.8829252123832703j),(0.0033890868071466684+0.0001991155295399949j),(0.9893232583999634-0.001643105293624103j)
-28.5205078125,(0.5626574158668518-0.8417339324951172j),(0.0016062029171735048-0.000990697299130261j),(0.5625535845756531-0.8421698212623596j),(0.002658301265910268-0.0015096605056896806j),(0.5623239874839783-0.8415869474411011j),(0.003365514101460576+0.00018163336790166795j),(0.9893420338630676-0.0016468247631564736j)
-28.511718750000007,(0.6258382201194763-0.7952728867530823j),(0.001522192731499672-0.0010093206074088812j),(0.6257808804512024-0.7957010865211487j),(0.0026008449494838715-0.0015212567523121834j),(0.6256129741668701-0.7950876951217651j),(0.003341129282489419+0.0001642115239519626j),(0.9893608093261719-0.0016500441124662757j)
-28.502929687499996,(0.6851353645324707-0.7439536452293396j),(0.0014367466792464256-0.0010278404224663973j),(0.6851266622543335-0.7443705201148987j),(0.002542122732847929-0.001532682334072888j),(0.6850239634513855-0.7437214255332947j),(0.0033159370068460703+0.00014685226778965443j),(0.9893798232078552-0.0016527555417269468j)
-28.494140624999993,(0.7401944994926453-0.6880990862846375j),(0.0013498859480023384-0.0010462633799761534j),(0.7402355074882507-0.6885013580322266j),(0.002482140436768532-0.001543939346447587j),(0.740200400352478-0.6878118515014648j),(0.0032899449579417706+0.0001295570400543511j),(0.9893990755081177-0.0016550268046557903j)
-28.4853515625,(0.7906872630119324-0.6280589699745178j),(0.001261622761376202-0.0010645831935107708j),(0.7907791137695312-0.6284435391426086j),(0.0024209211114794016-0.0015550173120573163j),(0.7908135652542114-0.6277092695236206j),(0.003263163147494197+0.000112334375444334j),(0.9894185066223145-0.0016568461433053017j)
-28.476562500000004,(0.8363143801689148-0.5642075538635254j),(0.0011719762114807963-0.0010827905498445034j),(0.8364576697349548-0.5645724534988403j),(0.0023584712762385607-0.001565920771099627j),(0.8365623950958252-0.5637895464897156j),(0.003235598560422659+9.518411388853565e-05j),(0.9894380569458008-0.0016580747906118631j)
-28.467773437499996,(0.8768068552017212-0.4969424605369568j),(0.0010809630621224642-0.0011008861474692822j),(0.877001941204071-0.4972859025001526j),(0.002294797683134675-0.0015766440192237496j),(0.8771767020225525-0.49645134806632996j),(0.00320725841447711+7.810969691490754e-05j),(0.9894580245018005-0.001658917055465281j)
-28.45898437500001,(0.9119278788566589-0.4266805350780487j),(0.000988597865216434-0.0011188667267560959j),(0.9121741652488708-0.42700129747390747j),(0.0022299280390143394-0.0015871803043410182j),(0.9124181866645813-0.4261130094528198j),(0.0031781496945768595+6.111502443673089e-05j),(0.9894779920578003-0.0016592316096648574j)
-28.450195312500004,(0.9414738416671753-0.3538568317890167j),(0.0008949029725044966-0.001136728678829968j),(0.9417707920074463-0.3541545569896698j),(0.002163864905014634-0.0015975346323102713j),(0.9420820474624634-0.35321077704429626j),(0.0031482852064073086+4.420577170094475e-05j),(0.9894982576370239-0.0016590387094765902j)
-28.44140625,(0.9652751684188843-0.27892065048217773j),(0.0007998925284482539-0.001154472236521542j),(0.9656212329864502-0.2791953980922699j),(0.002096629934385419-0.0016076980391517282j),(0.9659971594810486-0.278195321559906j),(0.003117671702057123+2.7381198378861882e-05j),(0.9895188212394714-0.0016583249671384692j)
-28.432617187499996,(0.9831977486610413-0.20233313739299774j),(0.000703585974406451-0.00117208668962121j),(0.9835917353630066-0.20258580148220062j),(0.0020282354671508074-0.0016176729695871472j),(0.9840284585952759-0.20152927935123444j),(0.003086318029090762+1.064820844476344e-05j),(0.9895395636558533-0.0016570879379287362j)
-28.42382812500001,(0.995143711566925-0.12456486374139786j),(0.0006060043233446777-0.0011895706411451101j),(0.995583176612854-0.12479671090841293j),(0.0019586975686252117-0.0016274562804028392j),(0.9960765838623047-0.12368442863225937j),(0.003054232569411397-5.993606919219019e-06j),(0.9895604252815247-0.0016554099274799228j)
-28.4150390625,(1.0010513067245483-0.04609188064932823j),(0.0005071639316156507-0.0012069245567545295j),(1.0015342235565186-0.04630503058433533j),(0.001888030325062573-0.0016370422672480345j),(1.002078890800476-0.04513860121369362j),(0.003021426498889923-2.2535745301865973e-05j),(0.9895815253257751-0.0016532960580661893j)
-28.406249999999993,(1.0008957386016846+0.032606154680252075j),(0.0004070819413755089-0.0012241423828527331j),(1.0014188289642334+0.032408978790044785j),(0.001816249336116016-0.0016464277869090438j),(1.0020091533660889+0.03362708166241646j),(0.002987906336784363-3.897953138221055e-05j),(0.9896029829978943-0.0016505600651726127j)
-28.3974609375,(0.9946886897087097+0.11104924976825714j),(0.0003057821304537356-0.0012412179494276643j),(0.9952491521835327+0.11086481809616089j),(0.0017433660104870796-0.0016556127229705453j),(0.9958779811859131+0.11213185638189316j),(0.0029536839574575424-5.532097566174343e-05j),(0.9896246194839478-0.001647511962801218j)
-28.388671875000004,(0.9824782609939575+0.18876059353351593j),(0.0002032818883890286-0.0012581554474309087j),(0.9830723404884338+0.18858523666858673j),(0.0016694075893610716-0.0016645996365696192j),(0.9837328195571899+0.1898968368768692j),(0.002918768674135208-7.15564819984138e-05j),(0.9896464347839355-0.001643783994950354j)
-28.3798828125,(0.9643489718437195+0.26526880264282227j),(9.960013267118484e-05-0.0012749402085319161j),(0.9649730920791626+0.26509806513786316j),(0.0015943767502903938-0.0016733806114643812j),(0.9656570553779602+0.26644980907440186j),(0.002883171197026968-8.768085535848513e-05j),(0.9896684885025024-0.0016397598665207624j)
-28.37109375,(0.9404205083847046+0.3401108682155609j),(-5.238090125203598e-06-0.0012915835250169039j),(0.9410704374313354+0.3399399518966675j),(0.0015183034120127559-0.001681950525380671j),(0.9417698979377747+0.34132662415504456j),(0.002846898278221488-0.00010369402298238128j),(0.9896907806396484-0.0016351561062037945j)
-28.362304687500007,(0.9108468890190125+0.4128350615501404j),(-0.00011121424904558808-0.0013080695644021034j),(0.9115186929702759+0.41265901923179626j),(0.0014411909505724907-0.0016903094947338104j),(0.9122249484062195+0.4140743613243103j),(0.0028099645860493183-0.0001195905715576373j),(0.9897133708000183-0.001630165847018361j)
-28.353515624999996,(0.8758168816566467+0.48300406336784363j),(-0.00021830914192833006-0.0013243992580100894j),(0.8765057921409607+0.4828171730041504j),(0.0013630661414936185-0.0016984607791528106j),(0.8772097826004028+0.4842543601989746j),(0.0027723798993974924-0.00013537079212255776j),(0.9897359609603882-0.0016244883881881833j)
-28.344726562500004,(0.8355496525764465+0.5501964092254639j),(-0.0003264988772571087-0.001340576447546482j),(0.8362513780593872+0.549993097782135j),(0.0012839444680139422-0.001706393202766776j),(0.8369438052177429+0.5514451861381531j),(0.002734151901677251-0.00015102843462955207j),(0.9897590279579163-0.0016185988206416368j)
-28.3359375,(0.7902969121932983+0.6140108108520508j),(-0.00043576632742770016-0.0013565871631726623j),(0.7910065054893494+0.6137846112251282j),(0.0012038383865728974-0.0017141099087893963j),(0.7916781306266785+0.615243673324585j),(0.0026952927000820637-0.00016656254592817277j),(0.9897822141647339-0.0016120180953294039j)
-28.327148437500004,(0.7403383255004883+0.674066424369812j),(-0.0005460834945552051-0.0013724329182878137j),(0.7410514950752258+0.6738112568855286j),(0.0011227704817429185-0.0017216101987287402j),(0.7416927218437195+0.6752692461013794j),(0.002655814867466688-0.0001819678582251072j),(0.9898058176040649-0.001604961114935577j)
-28.318359374999996,(0.685982346534729+0.7300066351890564j),(-0.0006574311410076916-0.001388110569678247j),(0.6866939067840576+0.7297162413597107j),(0.0010407572844997048-0.0017288874369114637j),(0.6872955560684204+0.7311648726463318j),(0.0026157263200730085-0.00019724518642760813j),(0.9898293614387512-0.0015974803827703j)
-28.3095703125,(0.6275614500045776+0.7815006971359253j),(-0.0007697859546169639-0.0014036125503480434j),(0.6282670497894287+0.781169056892395j),(0.0009578157914802432-0.0017359424382448196j),(0.6288198828697205+0.7825992107391357j),(0.0025750428903847933-0.00021239023772068322j),(0.9898532629013062-0.001589677412994206j)
-28.300781250000004,(0.565432608127594+0.8282458186149597j),(-0.0008831294835545123-0.001418944215402007j),(0.5661275386810303+0.8278661370277405j),(0.0008739680051803589-0.001742776483297348j),(0.5666224360466003+0.8292689919471741j),(0.0025337713304907084-0.000227398268179968j),(0.9898774027824402-0.0015814227517694235j)
-28.2919921875,(0.4999733865261078+0.8699678182601929j),(-0.0009974389104172587-0.0014341013738885522j),(0.5006533861160278+0.8695342540740967j),(0.0007892295252531767-0.0017493764171376824j),(0.5010815858840942+0.8709008097648621j),(0.0024919251445680857-0.00024226885579992086j),(0.9899018406867981-0.0015725854318588972j)
-28.283203124999996,(0.4315808415412903+0.9064244627952576j),(-0.0011126858880743384-0.0014490719186142087j),(0.43224141001701355+0.9059308767318726j),(0.000703616882674396-0.0017557493411004543j),(0.43259477615356445+0.9072520732879639j),(0.0024495143443346024-0.0002570000651758164j),(0.9899263381958008-0.001563310157507658j)
-28.27441406250001,(0.3606680929660797+0.937404990196228j),(-0.001228847075253725-0.0014638653956353664j),(0.3613051176071167+0.9368462562561035j),(0.0006171521381475031-0.0017618900164961815j),(0.3615756928920746+0.9381131529808044j),(0.002406554063782096-0.0002715853916015476j),(0.9899511933326721-0.0015536241699010134j)
-28.265625,(0.28766199946403503+0.9627333879470825j),(-0.0013459017500281334-0.0014784680679440498j),(0.28827163577079773+0.9621039628982544j),(0.0005298569449223578-0.0017677975120022893j),(0.28845205903053284+0.9633075594902039j),(0.0023630515206605196-0.0002860245876945555j),(0.989976167678833-0.0015435831155627966j)
-28.256835937499993,(0.2130010575056076+0.9822665452957153j),(-0.0014638296561315656-0.0014928857563063502j),(0.21357986330986023+0.9815620183944702j),(0.00044174876529723406-0.0017734781140461564j),(0.21366359293460846+0.9826937317848206j),(0.002319023944437504-0.0003003181773237884j),(0.9900015592575073-0.0015329414745792747j)
-28.248046875000007,(0.1371324360370636+0.9958981871604919j),(-0.0015826007584109902-0.0015071092639118433j),(0.1376771628856659+0.9951138496398926j),(0.0003528462548274547-0.0017789112171158195j),(0.137658029794693+0.9961655735969543j),(0.00227447971701622-0.00031446016510017216j),(0.9900268912315369-0.0015220552450045943j)
-28.239257812500004,(0.06050930917263031+1.003556251525879j),(-0.0017021927051246166-0.0015211388235911727j),(0.06101690232753754+1.0026887655258179j),(0.00026315980358049273-0.0017841150984168053j),(0.06089000403881073+1.003652811050415j),(0.0022294309455901384-0.00032844749512150884j),(0.9900526404380798-0.0015106850769370794j)
-28.23046875,(-0.01641174405813217+1.0052058696746826j),(-0.001822583144530654-0.0015349729219451547j),(-0.01594400778412819+1.0042519569396973j),(0.0001727297785691917-0.001789068104699254j),(-0.016183234751224518+1.0051209926605225j),(0.0021838911343365908-0.00034228089498355985j),(0.9900785684585571-0.0014988293405622244j)
-28.2216796875,(-0.09317406266927719+1.0008474588394165j),(-0.0019437444861978292-0.0015486021293327212j),(-0.09274828433990479+0.999805212020874j),(8.155488467309624e-05-0.001793794333934784j),(-0.09310290217399597+1.0005723237991333j),(0.00213787448592484-0.0003559552424121648j),(0.9901047348976135-0.001486681867390871j)
-28.212890625000007,(-0.16932235658168793+0.9905179738998413j),(-0.0020656546112149954-0.0015620324993506074j),(-0.16894018650054932+0.9893853664398193j),(-1.0327364179829601e-05-0.0017982650315389037j),(-0.16941341757774353+0.9900446534156799j),(0.002091389149427414-0.0003694706247188151j),(0.9901310205459595-0.00147411844227463j)
-28.204101562499996,(-0.24440670013427734+0.9742893576622009j),(-0.0021882851142436266-0.0015752568142488599j),(-0.24406953155994415+0.9730658531188965j),(-0.00010290602222084999-0.0018025009194388986j),(-0.24466265738010406+0.9736121892929077j),(0.002044453052803874-0.0003828213957604021j),(0.990157425403595-0.001461187144741416j)
-28.195312499999993,(-0.3179841935634613+0.9522693753242493j),(-0.0023116152733564377-0.001588270184583962j),(-0.3176930844783783+0.9509547352790833j),(-0.00019615466590039432-0.001806478132493794j),(-0.31840693950653076+0.9513834118843079j),(0.0019970741122961044-0.0003960098256357014j),(0.9901841878890991-0.0014478423399850726j)
-28.1865234375,(-0.38962259888648987+0.9245993494987488j),(-0.002435615286231041-0.001601075055077672j),(-0.389377623796463+0.9231945276260376j),(-0.0002900637045968324-0.0018102166941389441j),(-0.3902120888233185+0.9235019087791443j),(0.0019492695573717356-0.00040902962791733444j),(0.9902111291885376-0.001434100093320012j)
-28.177734375000004,(-0.45890119671821594+0.8914541006088257j),(-0.0025602641981095076-0.0016136715421453118j),(-0.4587026536464691+0.8899605870246887j),(-0.00038459760253317654-0.0018136993749067187j),(-0.45965638756752014+0.8901441097259521j),(0.00190104846842587-0.0004218833055347204j),(0.9902382493019104-0.0014200748410075903j)
-28.168945312499996,(-0.5254150032997131+0.8530407547950745j),(-0.0026855338364839554-0.0016260463744401932j),(-0.5252625942230225+0.8514612317085266j),(-0.000479744776384905-0.0018169357208535075j),(-0.5263335108757019+0.8515186905860901j),(0.001852425397373736-0.0004345634370110929j),(0.9902655482292175-0.001405628165230155j)
-28.16015625,(-0.5887759923934937+0.8095969557762146j),(-0.0028113967273384333-0.0016382078174501657j),(-0.588668942451477+0.8079352378845215j),(-0.0005754844169132411-0.001819913275539875j),(-0.5898537039756775+0.8078657388687134j),(0.0018034179229289293-0.0004470725543797016j),(0.9902931451797485-0.001390901510603726j)
-28.151367187499993,(-0.6486161947250366+0.7613900899887085j),(-0.0029378316830843687-0.0016501430654898286j),(-0.6485530138015747+0.7596500515937805j),(-0.0006717944052070379-0.001822644961066544j),(-0.649847686290741+0.7594536542892456j),(0.0017540324479341507-0.00045940696145407856j),(0.9903209209442139-0.0013757988344877958j)
-28.142578124999996,(-0.7045882940292358+0.7087143063545227j),(-0.0030648093670606613-0.001661862013861537j),(-0.7045673131942749+0.7069010734558105j),(-0.0007686439785175025-0.0018251209985464811j),(-0.7059670686721802+0.7065788507461548j),(0.0017042839899659157-0.0004715640679933131j),(0.9903486371040344-0.0013603543629869819j)
-28.133789062500004,(-0.7563695311546326+0.6518900990486145j),(-0.003192305099219084-0.001673356513492763j),(-0.756388783454895+0.6500097513198853j),(-0.0008660228340886533-0.0018273391760885715j),(-0.7578875422477722+0.6495638489723206j),(0.0016541898949071765-0.0004835468134842813j),(0.9903767704963684-0.0013446129160001874j)
-28.125000000000007,(-0.8036613464355469+0.5912611484527588j),(-0.00332028791308403-0.0016846169019117951j),(-0.8037188053131104+0.5893205404281616j),(-0.0009639096679165959-0.0018292975146323442j),(-0.8053099513053894+0.5887537598609924j),(0.001603758311830461-0.0004953440511599183j),(0.9904048442840576-0.001328586833551526j)
-28.1162109375,(-0.846193790435791+0.5271934866905212j),(-0.0034487368538975716-0.0016956510953605175j),(-0.8462861776351929+0.525199830532074j),(-0.0010622723493725061-0.001831001602113247j),(-0.8479622602462769+0.5245162844657898j),(0.0015530072851106524-0.0005069635226391256j),(0.9904332756996155-0.001312261214479804j)
-28.107421874999993,(-0.8837239146232605+0.4600716829299927j),(-0.0035776211880147457-0.0017064581625163555j),(-0.8838484287261963+0.4580332040786743j),(-0.0011610991787165403-0.0018324428237974644j),(-0.8856013417243958+0.45723769068717957j),(0.001501946011558175-0.0005183977191336453j),(0.9904617071151733-0.001295556197874248j)
-28.098632812499996,(-0.9160397052764893+0.39029747247695923j),(-0.003706917865201831-0.0017170192440971732j),(-0.9161925911903381+0.3882230520248413j),(-0.0012603657087311149-0.001833623624406755j),(-0.9180135726928711+0.387321412563324j),(0.0014505911385640502-0.0005296457093209028j),(0.9904904365539551-0.001278691808693111j)
-28.089843750000004,(-0.9429590106010437+0.3182872533798218j),(-0.0038366015069186687-0.0017273571575060487j),(-0.9431371092796326+0.31618648767471313j),(-0.0013600451638922095-0.0018345407443121076j),(-0.9450167417526245+0.31518515944480896j),(0.0013989568687975407-0.0005407091230154037j),(0.9905191659927368-0.001261511817574501j)
-28.0810546875,(-0.9643331170082092+0.24446958303451538j),(-0.003966634161770344-0.0017374466406181455j),(-0.964532196521759+0.2423519343137741j),(-0.0014601193834096193-0.001835198258049786j),(-0.9664608240127563+0.2412589192390442j),(0.0013470572885125875-0.0005515855154953897j),(0.9905481338500977-0.0012441956205293536j)
-28.07226562499999,(-0.9800443649291992+0.16928210854530334j),(-0.00409700395539403-0.0017473025945946574j),(-0.9802608489990234+0.16715815663337708j),(-0.0015605674125254154-0.0018355881329625845j),(-0.9822281002998352+0.16598118841648102j),(0.001294903689995408-0.0005622704629786313j),(0.990577220916748-0.001226457068696618j)
-28.063476562500004,(-0.9900100231170654+0.09316988289356232j),(-0.004227673169225454-0.0017569158226251602j),(-0.9902393221855164+0.09105031192302704j),(-0.001661362242884934-0.0018357173539698124j),(-0.9922348260879517+0.08979856967926025j),(0.001242512953467667-0.0005727677489630878j),(0.990606427192688-0.001208544592373073j)
-28.054687499999996,(-0.9941795468330383+0.016581496223807335j),(-0.00435861898586154-0.0017662820173427463j),(-0.994417667388916+0.014477003365755081j),(-0.0017624888569116592-0.001835583825595677j),(-0.9964303970336914+0.013159925118088722j),(0.0011898973025381565-0.0005830693989992142j),(0.9906357526779175-0.001190527225844562j)
-28.045898437499993,(-0.992537260055542-0.06003228947520256j),(-0.004489812534302473-0.0017754083964973688j),(-0.9927799105644226-0.06211039051413536j),(-0.0018639152403920889-0.0018351777689531446j),(-0.9947988986968994-0.06348277628421783j),(0.001137072453275323-0.0005931779742240906j),(0.9906651973724365-0.0011720950715243816j)
-28.037109375000007,(-0.9851006865501404-0.13622233271598816j),(-0.004621224477887154-0.001784282154403627j),(-0.9853433966636658-0.13826288282871246j),(-0.001965627772733569-0.0018345091957598925j),(-0.9873579740524292-0.13968011736869812j),(0.0010840503964573145-0.0006030929507687688j),(0.9906947612762451-0.0011536241509020329j)
-28.028320312500004,(-0.971921443939209-0.21154265105724335j),(-0.004752829670906067-0.0017929107416421175j),(-0.9721601605415344-0.213534414768219j),(-0.0020675992127507925-0.001833573216572404j),(-0.9741588234901428-0.21498584747314453j),(0.001030843355692923-0.000612814212217927j),(0.990724503993988-0.001134897698648274j)
-28.019531249999996,(-0.9530837535858154-0.2855542004108429j),(-0.004884602501988411-0.0018012881046161056j),(-0.9533142447471619-0.28748607635498047j),(-0.0021698055788874626-0.0018323673866689205j),(-0.95528644323349-0.288960337638855j),(0.000977473333477974-0.0006223365780897439j),(0.9907543063163757-0.0011161027941852808j)
-28.0107421875,(-0.9287053942680359-0.3578260838985443j),(-0.005016517825424671-0.001809412962757051j),(-0.9289231896400452-0.3596874475479126j),(-0.002272231038659811-0.001830895314924419j),(-0.9308585524559021-0.3611733019351959j),(0.000923945801332593-0.000631662318482995j),(0.9907841086387634-0.001097145490348339j)
-28.001953125,(-0.8989348411560059-0.4279395639896393j),(-0.005148537922650576-0.0018172796117141843j),(-0.899136483669281-0.4297195374965668j),(-0.002374840434640646-0.0018291519954800606j),(-0.9010242223739624-0.4312054216861725j),(0.0008702813647687435-0.0006407900364138186j),(0.9908140301704407-0.0010779026197269559j)
-27.993164062499996,(-0.8639524579048157-0.4954886734485626j),(-0.005280640907585621-0.0018248881679028273j),(-0.8641340136528015-0.49717721343040466j),(-0.002477623987942934-0.001827140455134213j),(-0.8659642934799194-0.4986521303653717j),(0.0008164893952198327-0.0006497161230072379j),(0.9908438920974731-0.0010587063152343035j)
-27.984375000000004,(-0.823967695236206-0.5600844621658325j),(-0.005412803962826729-0.0018322422401979566j),(-0.8241256475448608-0.5616716742515564j),(-0.002580552129074931-0.001824851962737739j),(-0.825889527797699-0.5631241202354431j),(0.0007625878788530827-0.0006584421498700976j),(0.9908741116523743-0.0010392209514975548j)
-27.975585937499993,(-0.7792192101478577-0.6213553547859192j),(-0.005544989835470915-0.0018393390346318483j),(-0.7793502807617188-0.6228323578834534j),(-0.0026836071629077196-0.001822298509068787j),(-0.781038224697113-0.6242514848709106j),(0.0007085881661623716-0.0006669675931334496j),(0.9909041523933411-0.0010196682997047901j)
